"Date","Price","Open","High","Low","Vol.","Change %"
"05/23/2023","3.6545","3.6805","3.7050","3.6220","69.19K","-0.83%"
"05/22/2023","3.6850","3.7275","3.7375","3.6675","55.95K","-1.26%"
"05/19/2023","3.7320","3.6975","3.7675","3.6765","59.32K","1.15%"
"05/18/2023","3.6895","3.7460","3.7645","3.6805","60.35K","-1.73%"
"05/17/2023","3.7545","3.6620","3.7740","3.6525","82.45K","2.39%"
"05/16/2023","3.6670","3.7430","3.7545","3.6570","74.94K","-2.24%"
"05/15/2023","3.7510","3.7235","3.7790","3.7005","59.89K","0.60%"
"05/12/2023","3.7285","3.7010","3.7515","3.6770","80.77K","0.50%"
"05/11/2023","3.7100","3.8520","3.8555","3.6840","131.14K","-3.41%"
"05/10/2023","3.8410","3.9035","3.9185","3.8285","76.40K","-1.55%"
"05/09/2023","3.9015","3.9240","3.9240","3.8810","46.22K","-0.71%"
"05/08/2023","3.9295","3.8925","3.9595","3.8765","40.07K","1.20%"
"05/05/2023","3.8830","3.8610","3.9060","3.8250","59.64K","0.52%"
"05/04/2023","3.8630","3.8550","3.9075","3.8260","68.25K","0.47%"
"05/03/2023","3.8450","3.8685","3.8720","3.8300","51.30K","-0.45%"
"05/02/2023","3.8625","3.9355","3.9530","3.8570","57.60K","-1.82%"
"05/01/2023","3.9340","3.8950","4.0050","3.8705","59.06K","1.12%"
"04/28/2023","3.8905","3.8910","3.9185","3.8570","58.93K","0.17%"
"04/27/2023","3.8840","3.8570","3.9000","3.8165","81.38K","0.61%"
"04/26/2023","3.8605","3.8610","3.9005","3.8485","1.48K","0.05%"
"04/25/2023","3.8585","3.9680","3.9760","3.8450","1.83K","-2.59%"
"04/24/2023","3.9610","3.9920","3.9980","3.9590","0.95K","-0.55%"
"04/21/2023","3.9830","4.0220","4.0255","3.9800","0.75K","-1.15%"
"04/20/2023","4.0295","4.0800","4.0805","4.0135","0.47K","-1.21%"
"04/19/2023","4.0790","4.0905","4.0905","4.0370","0.28K","-0.37%"
"04/18/2023","4.0940","4.0740","4.1035","4.0660","0.90K","0.65%"
"04/17/2023","4.0675","4.0985","4.1265","4.0635","0.78K","-0.88%"
"04/14/2023","4.1035","4.1230","4.1810","4.0910","0.68K","-0.38%"
"04/13/2023","4.1190","4.0705","4.1340","4.0550","0.78K","0.94%"
"04/12/2023","4.0805","4.0350","4.0850","3.9935","0.43K","1.44%"
"04/11/2023","4.0225","3.9960","4.0560","3.9960","0.41K","1.08%"
"04/10/2023","3.9795","4.0205","4.0385","3.9680","0.13K","-0.95%"
"04/06/2023","4.0175","3.9920","4.0320","3.9780","0.20K","0.71%"
"04/05/2023","3.9890","3.9820","3.9900","3.9495","0.15K","0.35%"
"04/04/2023","3.9750","4.0480","4.0670","3.9545","0.25K","-1.84%"
"04/03/2023","4.0495","4.0830","4.0955","4.0430","0.15K","-1.20%"
"03/31/2023","4.0985","4.1070","4.1180","4.0270","0.19K","0.07%"
"03/30/2023","4.0955","4.0760","4.1205","4.0640","0.28K","0.22%"
"03/29/2023","4.0865","4.0765","4.1335","4.0495","74.24K","0.02%"
"03/28/2023","4.0855","4.0970","4.1130","4.0590","77.25K","0.17%"
"03/27/2023","4.0785","4.0750","4.1020","4.0235","67.62K","0.09%"
"03/24/2023","4.0750","4.1015","4.1485","4.0505","85.51K","-1.18%"
"03/23/2023","4.1235","4.0430","4.1265","4.0225","79.53K","1.95%"
"03/22/2023","4.0445","4.0015","4.1075","3.9715","78.06K","1.26%"
"03/21/2023","3.9940","3.9555","4.0345","3.9285","69.31K","1.08%"
"03/20/2023","3.9515","3.9085","3.9700","3.8550","73.79K","1.52%"
"03/17/2023","3.8925","3.8765","3.9525","3.8700","72.13K","0.72%"
"03/16/2023","3.8645","3.8835","3.9030","3.8220","85.38K","0.56%"
"03/15/2023","3.8430","4.0050","4.0275","3.8400","131.41K","-4.00%"
"03/14/2023","4.0030","4.0420","4.0525","3.9820","71.16K","-1.25%"
"03/13/2023","4.0535","4.0075","4.0775","3.9215","133.48K","0.57%"
"03/10/2023","4.0305","4.0070","4.0635","3.9670","84.98K","-0.21%"
"03/09/2023","4.0390","4.0270","4.0550","3.9955","54.53K","0.30%"
"03/08/2023","4.0270","3.9675","4.0725","3.9610","79.04K","1.31%"
"03/07/2023","3.9750","4.0750","4.0950","3.9630","77.40K","-2.78%"
"03/06/2023","4.0885","4.0650","4.0930","4.0085","63.75K","0.53%"
"03/03/2023","4.0670","4.0745","4.1175","4.0605","50.21K","-0.22%"
"03/02/2023","4.0760","4.1685","4.1740","4.0470","80.03K","-2.02%"
"03/01/2023","4.1600","4.0745","4.1745","4.0650","87.33K","1.72%"
"02/28/2023","4.0895","4.0100","4.0945","3.9915","71.44K","1.96%"
"02/27/2023","4.0110","3.9600","4.0240","3.9370","83.88K","1.43%"
"02/24/2023","3.9545","4.0550","4.0780","3.9550","1.35K","-2.49%"
"02/23/2023","4.0555","4.1730","4.1795","4.0380","0.80K","-3.12%"
"02/22/2023","4.1860","4.1920","4.1980","4.1420","0.64K","-0.72%"
"02/21/2023","4.2165","4.1135","4.2165","4.1115","1.48K","0.86%"
"02/20/2023","4.1807","4.1195","4.1980","4.1020","","1.49%"
"02/19/2023","4.1195","4.1288","4.1305","4.1178","","0.33%"
"02/17/2023","4.1060","4.1155","4.1275","4.0560","0.24K","-0.46%"
"02/16/2023","4.1250","4.0495","4.1325","4.0495","1.00K","2.70%"
"02/15/2023","4.0165","4.0660","4.0675","3.9910","0.36K","-1.64%"
"02/14/2023","4.0835","4.0755","4.1140","4.0560","0.47K","0.44%"
"02/13/2023","4.0655","4.0200","4.0730","4.0200","0.11K","1.02%"
"02/10/2023","4.0245","4.0735","4.0735","4.0175","0.20K","-1.91%"
"02/09/2023","4.1030","4.0900","4.1215","4.0755","0.10K","1.48%"
"02/08/2023","4.0430","4.1000","4.1000","4.0270","0.18K","-1.10%"
"02/07/2023","4.0880","4.0495","4.0750","4.0165","0.24K","1.11%"
"02/06/2023","4.0430","4.0640","4.0755","4.0230","0.11K","-0.50%"
"02/03/2023","4.0635","4.1020","4.1345","4.0415","0.11K","-0.84%"
"02/02/2023","4.0980","4.1880","4.1880","4.0945","0.06K","-0.46%"
"02/01/2023","4.1170","4.2145","4.2145","4.1165","0.10K","-2.66%"
"01/31/2023","4.2295","4.1665","4.2320","4.1415","0.08K","0.55%"
"01/30/2023","4.2065","4.1970","4.2200","4.1885","0.09K","-0.38%"
"01/27/2023","4.2225","4.2820","4.2870","4.1720","63.41K","-1.05%"
"01/26/2023","4.2675","4.2645","4.2900","4.2325","58.23K","0.54%"
"01/25/2023","4.2445","4.2645","4.2735","4.2110","51.11K","-0.09%"
"01/24/2023","4.2485","4.2590","4.2825","4.2155","51.17K","-0.19%"
"01/23/2023","4.2565","4.2795","4.3025","4.2260","57.18K","0.12%"
"01/20/2023","4.2515","4.2450","4.2795","4.2065","59.75K","0.47%"
"01/19/2023","4.2315","4.2265","4.2685","4.1680","78.54K","-0.07%"
"01/18/2023","4.2345","4.2335","4.3550","4.2050","104.62K","0.27%"
"01/17/2023","4.2230","4.2105","4.2445","4.1105","113.11K","1.92%"
"01/16/2023","4.1433","4.2062","4.2105","4.1382","","-1.49%"
"01/15/2023","4.2060","4.2198","4.2198","4.2058","","-0.24%"
"01/13/2023","4.2160","4.1730","4.2225","4.1285","69.52K","0.46%"
"01/12/2023","4.1965","4.1755","4.2115","4.1295","96.27K","0.73%"
"01/11/2023","4.1660","4.0800","4.1850","4.0655","88.48K","2.17%"
"01/10/2023","4.0775","4.0120","4.0835","3.9875","72.22K","1.27%"
"01/09/2023","4.0265","3.9235","4.0445","3.9235","102.47K","2.95%"
"01/06/2023","3.9110","3.8255","3.9300","3.7985","96.75K","2.36%"
"01/05/2023","3.8210","3.7405","3.8420","3.7215","76.73K","2.15%"
"01/04/2023","3.7405","3.7710","3.8070","3.7085","80.27K","-0.69%"
"01/03/2023","3.7665","3.8355","3.8715","3.7585","83.90K","-1.92%"
"01/02/2023","3.8403","3.8192","3.8480","3.8185","","0.78%"
"12/30/2022","3.8105","3.8285","3.8515","3.7955","43.08K","-0.35%"
"12/29/2022","3.8240","3.8350","3.8520","3.8075","36.87K","-0.47%"
"12/28/2022","3.8420","3.8505","3.8620","3.8235","0.40K","0.05%"
"12/27/2022","3.8400","3.8200","3.9340","3.8200","0.32K","-0.45%"
"12/26/2022","3.8575","3.8125","3.8675","3.8125","","1.29%"
"12/23/2022","3.8085","3.7800","3.8135","3.7680","0.25K","1.36%"
"12/22/2022","3.7575","3.8435","3.8435","3.7520","0.19K","-1.40%"
"12/21/2022","3.8110","3.8250","3.8260","3.7950","0.20K","0.30%"
"12/20/2022","3.7995","3.7640","3.8115","3.7250","0.16K","0.40%"
"12/19/2022","3.7845","3.8100","3.8105","3.7540","0.26K","0.57%"
"12/16/2022","3.7630","3.7845","3.7845","3.7500","0.24K","-0.04%"
"12/15/2022","3.7645","3.8600","3.8600","3.7635","0.49K","-2.94%"
"12/14/2022","3.8785","3.8410","3.8770","3.8395","0.32K","0.94%"
"12/13/2022","3.8425","3.8180","3.9235","3.8180","0.56K","1.08%"
"12/12/2022","3.8015","3.8370","3.8480","3.7935","0.25K","-2.01%"
"12/09/2022","3.8795","3.9035","3.9035","3.8590","0.20K","-0.14%"
"12/08/2022","3.8850","3.8400","3.9050","3.8400","0.18K","0.62%"
"12/07/2022","3.8610","3.8200","3.8565","3.8115","0.06K","1.13%"
"12/06/2022","3.8180","3.7900","3.8535","3.7900","0.16K","0.61%"
"12/05/2022","3.7950","3.8710","3.8940","3.7775","0.49K","-1.48%"
"12/02/2022","3.8520","3.7980","3.8570","3.7555","0.30K","0.86%"
"12/01/2022","3.8190","3.7800","3.8200","3.7590","0.44K","2.13%"
"11/30/2022","3.7395","3.6420","3.7720","3.6420","0.43K","2.72%"
"11/29/2022","3.6405","3.6350","3.6720","3.6330","0.22K","0.68%"
"11/28/2022","3.6160","3.5875","3.6250","3.5485","1.57K","-0.45%"
"11/25/2022","3.6325","3.6495","3.6850","3.6195","0.78K","-0.19%"
"11/24/2022","3.6395","3.6472","3.6710","3.6240","","0.51%"
"11/23/2022","3.6210","3.6300","3.6560","3.6000","0.60K","0.10%"
"11/22/2022","3.6175","3.5810","3.6695","3.5810","0.68K","1.13%"
"11/21/2022","3.5770","3.6525","3.6525","3.5600","0.71K","-1.72%"
"11/18/2022","3.6395","3.6900","3.7095","3.6425","0.78K","-1.45%"
"11/17/2022","3.6930","3.7620","3.7640","3.6800","0.82K","-2.19%"
"11/16/2022","3.7755","3.8050","3.8200","3.7620","0.90K","-1.20%"
"11/15/2022","3.8215","3.8335","3.8860","3.7995","0.83K","-0.35%"
"11/14/2022","3.8350","3.9275","3.9550","3.8195","0.57K","-1.98%"
"11/11/2022","3.9125","3.7865","3.9425","3.7865","0.46K","4.11%"
"11/10/2022","3.7580","3.6985","3.7910","3.6455","0.38K","1.55%"
"11/09/2022","3.7005","3.6615","3.7365","3.6360","0.45K","0.45%"
"11/08/2022","3.6840","3.5790","3.7000","3.5680","0.72K","2.13%"
"11/07/2022","3.6070","3.6060","3.6500","3.5865","0.69K","-2.09%"
"11/04/2022","3.6840","3.4205","3.7050","3.4205","0.50K","7.48%"
"11/03/2022","3.4275","3.4500","3.4515","3.3825","0.37K","-1.10%"
"11/02/2022","3.4655","3.4650","3.4925","3.4360","0.35K","-0.09%"
"11/01/2022","3.4685","3.3750","3.4900","3.3750","0.09K","2.86%"
"10/31/2022","3.3720","3.3915","3.3930","3.3610","0.45K","-1.58%"
"10/28/2022","3.4260","3.4900","3.4900","3.4205","0.16K","-2.66%"
"10/27/2022","3.5195","3.5390","3.5565","3.4910","82.34K","-0.72%"
"10/26/2022","3.5450","3.4055","3.5545","3.3825","97.90K","4.36%"
"10/25/2022","3.3970","3.4315","3.4410","3.3625","60.02K","-0.98%"
"10/24/2022","3.4305","3.4850","3.5045","3.4225","70.07K","-1.27%"
"10/21/2022","3.4745","3.3980","3.4825","3.3455","84.80K","1.88%"
"10/20/2022","3.4105","3.3255","3.4370","3.3030","77.24K","2.79%"
"10/19/2022","3.3180","3.3660","3.3755","3.3070","65.74K","-1.31%"
"10/18/2022","3.3620","3.4130","3.4355","3.3390","72.59K","-1.57%"
"10/17/2022","3.4155","3.4125","3.4675","3.3905","56.83K","-0.23%"
"10/14/2022","3.4235","3.4635","3.5010","3.4005","70.50K","-0.49%"
"10/13/2022","3.4405","3.4285","3.4770","3.3540","85.97K","0.45%"
"10/12/2022","3.4250","3.4245","3.4650","3.3980","56.58K","-1.07%"
"10/11/2022","3.4620","3.4365","3.4745","3.3835","60.60K","0.92%"
"10/10/2022","3.4305","3.3840","3.4770","3.3710","58.57K","1.30%"
"10/07/2022","3.3865","3.4395","3.4480","3.3730","53.15K","-1.73%"
"10/06/2022","3.4460","3.5415","3.5930","3.4310","67.87K","-1.56%"
"10/05/2022","3.5005","3.4940","3.5555","3.4465","59.97K","0.30%"
"10/04/2022","3.4900","3.4165","3.5315","3.4020","76.84K","2.35%"
"10/03/2022","3.4100","3.3965","3.4240","3.3520","49.58K","-0.07%"
"09/30/2022","3.4125","3.4270","3.4745","3.3885","75.36K","-0.16%"
"09/29/2022","3.4180","3.3810","3.4335","3.3055","86.45K","1.35%"
"09/28/2022","3.3725","3.3040","3.4030","3.2590","1.00K","2.35%"
"09/27/2022","3.2950","3.3050","3.3615","3.2900","0.18K","-0.30%"
"09/26/2022","3.3050","3.3565","3.3690","3.2935","0.51K","-1.55%"
"09/23/2022","3.3570","3.4700","3.4700","3.3375","0.32K","-3.59%"
"09/22/2022","3.4820","3.4510","3.5160","3.4390","0.14K","0.04%"
"09/21/2022","3.4805","3.5095","3.5235","3.4350","0.30K","-1.01%"
"09/20/2022","3.5160","3.5405","3.5575","3.5000","0.22K","-0.27%"
"09/19/2022","3.5255","3.5400","3.5410","3.4900","0.08K","-0.16%"
"09/16/2022","3.5310","3.4800","3.5540","3.4435","0.14K","0.86%"
"09/15/2022","3.5010","3.5290","3.5600","3.4830","0.16K","-0.81%"
"09/14/2022","3.5295","3.5405","3.5640","3.5205","0.18K","-1.02%"
"09/13/2022","3.5660","3.6205","3.6950","3.5365","0.42K","-1.37%"
"09/12/2022","3.6155","3.5540","3.6225","3.5370","0.34K","1.19%"
"09/09/2022","3.5730","3.5635","3.6265","3.5430","0.14K","1.20%"
"09/08/2022","3.5305","3.4515","3.5505","3.4515","0.10K","2.81%"
"09/07/2022","3.4340","3.4070","3.4555","3.4070","0.20K","-0.88%"
"09/06/2022","3.4645","3.3920","3.4950","3.3915","0.20K","0.32%"
"09/05/2022","3.4535","3.3887","3.4660","3.3857","","1.91%"
"09/04/2022","3.3887","3.3950","3.4000","3.3613","","-0.83%"
"09/02/2022","3.4170","3.4180","3.4545","3.3895","0.16K","0.25%"
"09/01/2022","3.4085","3.5025","3.5025","3.4120","0.21K","-3.14%"
"08/31/2022","3.5190","3.5695","3.5820","3.4495","0.36K","-0.86%"
"08/30/2022","3.5495","3.6085","3.6085","3.5365","0.34K","-1.64%"
"08/29/2022","3.6085","3.6990","3.6990","3.5640","0.78K","-2.39%"
"08/26/2022","3.6970","3.7020","3.7825","3.6815","0.52K","-0.04%"
"08/25/2022","3.6985","3.6435","3.7050","3.6435","0.49K","1.38%"
"08/24/2022","3.6480","3.6810","3.6810","3.6370","0.41K","-1.30%"
"08/23/2022","3.6960","3.6560","3.7270","3.6405","0.44K","1.18%"
"08/22/2022","3.6530","3.6650","3.6830","3.6095","0.28K","-0.42%"
"08/19/2022","3.6685","3.6415","3.6700","3.6275","0.10K","0.96%"
"08/18/2022","3.6335","3.5710","3.6590","3.5710","0.15K","1.30%"
"08/17/2022","3.5870","3.6345","3.6420","3.5780","0.23K","-1.09%"
"08/16/2022","3.6265","3.6025","3.6390","3.6025","0.36K","0.14%"
"08/15/2022","3.6215","3.6255","3.6255","3.5655","0.16K","-1.42%"
"08/12/2022","3.6735","3.6985","3.7050","3.6520","0.17K","-1.02%"
"08/11/2022","3.7115","3.6490","3.7110","3.6490","0.14K","1.53%"
"08/10/2022","3.6555","3.5950","3.6605","3.5755","0.18K","1.75%"
"08/09/2022","3.5925","3.5895","3.6300","3.5850","0.08K","-0.01%"
"08/08/2022","3.5930","3.5725","3.6220","3.5460","0.12K","0.96%"
"08/05/2022","3.5590","3.4815","3.5750","3.4815","0.14K","2.04%"
"08/04/2022","3.4880","3.4420","3.5110","3.4420","0.20K","0.46%"
"08/03/2022","3.4720","3.5135","3.5150","3.4585","0.11K","-1.43%"
"08/02/2022","3.5225","3.5400","3.5400","3.4650","0.06K","-0.69%"
"08/01/2022","3.5470","3.5530","3.5670","3.5245","0.05K","-0.78%"
"07/29/2022","3.5750","3.5005","3.5960","3.4765","0.28K","2.70%"
"07/28/2022","3.4810","3.4810","3.5200","3.4760","0.26K","1.49%"
"07/27/2022","3.4300","3.3925","3.4780","3.3680","57.76K","1.34%"
"07/26/2022","3.3845","3.3675","3.4655","3.3490","64.28K","0.89%"
"07/25/2022","3.3545","3.3230","3.4050","3.3135","55.13K","0.15%"
"07/22/2022","3.3495","3.3050","3.3990","3.2955","60.95K","1.55%"
"07/21/2022","3.2985","3.3135","3.3240","3.2505","53.92K","-0.80%"
"07/20/2022","3.3250","3.2945","3.3755","3.2915","61.78K","1.03%"
"07/19/2022","3.2910","3.3155","3.3280","3.2530","56.25K","-1.64%"
"07/18/2022","3.3460","3.2465","3.3710","3.2170","62.48K","3.46%"
"07/15/2022","3.2340","3.2285","3.2775","3.1315","80.37K","0.70%"
"07/14/2022","3.2115","3.3105","3.3300","3.1745","71.20K","-3.34%"
"07/13/2022","3.3225","3.2610","3.3430","3.2165","87.21K","1.05%"
"07/12/2022","3.2880","3.4255","3.4570","3.2465","61.62K","-4.15%"
"07/11/2022","3.4305","3.5050","3.5205","3.3865","60.90K","-2.60%"
"07/08/2022","3.5220","3.5430","3.5715","3.4440","58.22K","-1.40%"
"07/07/2022","3.5720","3.4410","3.5800","3.3965","90.16K","4.81%"
"07/06/2022","3.4080","3.4265","3.4595","3.2730","82.34K","-0.20%"
"07/05/2022","3.4150","3.6150","3.6235","3.4000","107.35K","-4.72%"
"07/04/2022","3.5840","3.6117","3.6172","3.5457","","-0.76%"
"07/03/2022","3.6115","3.6120","3.6235","3.6080","","0.21%"
"07/01/2022","3.6040","3.6780","3.7025","3.5535","68.28K","-2.86%"
"06/30/2022","3.7100","3.7720","3.7950","3.6725","55.88K","-1.86%"
"06/29/2022","3.7805","3.7580","3.8190","3.7080","49.66K","0.05%"
"06/28/2022","3.7785","3.7550","3.8495","3.7425","0.96K","0.39%"
"06/27/2022","3.7640","3.7845","3.8125","3.7425","0.70K","0.53%"
"06/24/2022","3.7440","3.7570","3.7905","3.6545","0.39K","0.04%"
"06/23/2022","3.7425","3.9380","3.9380","3.7365","0.35K","-5.18%"
"06/22/2022","3.9470","4.0145","4.0145","3.8925","0.69K","-2.41%"
"06/21/2022","4.0445","4.0300","4.0860","3.9720","1.04K","0.84%"
"06/20/2022","4.0110","4.0385","4.0385","3.9460","","-0.66%"
"06/19/2022","4.0375","4.0228","4.0400","4.0180","","0.39%"
"06/17/2022","4.0220","4.1210","4.1210","4.0130","0.36K","-2.33%"
"06/16/2022","4.1180","4.1855","4.2230","4.0620","1.59K","-1.33%"
"06/15/2022","4.1735","4.1485","4.2125","4.1450","0.50K","0.17%"
"06/14/2022","4.1665","4.2125","4.2595","4.1400","0.54K","-1.26%"
"06/13/2022","4.2195","4.2400","4.2685","4.1870","0.17K","-1.93%"
"06/10/2022","4.3025","4.3650","4.3865","4.2860","0.27K","-1.90%"
"06/09/2022","4.3860","4.4240","4.4300","4.3650","0.10K","-1.54%"
"06/08/2022","4.4545","4.4395","4.4550","4.4130","0.36K","0.34%"
"06/07/2022","4.4395","4.4090","4.4600","4.3795","0.30K","0.01%"
"06/06/2022","4.4390","4.4630","4.4670","4.4110","0.42K","-0.84%"
"06/03/2022","4.4765","4.5610","4.5790","4.4675","0.09K","-1.72%"
"06/02/2022","4.5550","4.3540","4.5710","4.3540","0.65K","5.21%"
"06/01/2022","4.3295","4.2750","4.3480","4.2675","0.16K","0.71%"
"05/31/2022","4.2990","4.3550","4.3590","4.2805","0.59K","-0.81%"
"05/30/2022","4.3340","4.3225","4.3595","4.3098","","0.25%"
"05/29/2022","4.3232","4.3215","4.3260","4.3170","","0.39%"
"05/27/2022","4.3065","4.2800","4.3130","4.2670","0.28K","1.12%"
"05/26/2022","4.2590","4.2685","4.2800","4.2035","41.96K","0.11%"
"05/25/2022","4.2545","4.3140","4.3225","4.2230","44.20K","-1.17%"
"05/24/2022","4.3050","4.3410","4.3415","4.2565","45.14K","-0.93%"
"05/23/2022","4.3455","4.2945","4.3550","4.2720","50.50K","1.65%"
"05/20/2022","4.2750","4.2775","4.3275","4.2505","45.49K","-0.19%"
"05/19/2022","4.2830","4.1550","4.2980","4.1445","56.57K","2.50%"
"05/18/2022","4.1785","4.2295","4.2480","4.1315","45.56K","-1.43%"
"05/17/2022","4.2390","4.2030","4.2835","4.2030","45.16K","1.13%"
"05/16/2022","4.1915","4.1795","4.2200","4.1335","41.78K","0.40%"
"05/13/2022","4.1750","4.0860","4.1850","4.0550","49.92K","1.82%"
"05/12/2022","4.1005","4.2115","4.2230","4.0370","67.53K","-2.58%"
"05/11/2022","4.2090","4.1550","4.2500","4.1485","54.18K","1.31%"
"05/10/2022","4.1545","4.1960","4.2580","4.1285","57.71K","-0.93%"
"05/09/2022","4.1935","4.2380","4.2450","4.1240","68.33K","-1.72%"
"05/06/2022","4.2670","4.2905","4.3190","4.2310","47.86K","-0.57%"
"05/05/2022","4.2915","4.3670","4.4400","4.2765","61.50K","-1.07%"
"05/04/2022","4.3380","4.2990","4.3835","4.2510","50.39K","1.28%"
"05/03/2022","4.2830","4.2855","4.3600","4.2635","52.69K","0.35%"
"05/02/2022","4.2680","4.3930","4.4040","4.2040","47.30K","-3.19%"
"04/29/2022","4.4085","4.4440","4.5120","4.3715","49.49K","-0.56%"
"04/28/2022","4.4335","4.4645","4.4935","4.3865","50.92K","-0.75%"
"04/27/2022","4.4670","4.4155","4.4970","4.4155","1.44K","0.30%"
"04/26/2022","4.4535","4.4870","4.5345","4.4000","0.82K","-0.19%"
"04/25/2022","4.4620","4.5785","4.6070","4.4200","1.48K","-2.84%"
"04/22/2022","4.5925","4.6810","4.7135","4.5820","0.40K","-2.57%"
"04/21/2022","4.7135","4.6800","4.7240","4.6430","0.57K","1.05%"
"04/20/2022","4.6645","4.7150","4.7180","4.6360","1.07K","-1.37%"
"04/19/2022","4.7295","4.8135","4.8170","4.6960","0.75K","-1.71%"
"04/18/2022","4.8120","4.7815","4.8425","4.6995","0.23K","1.94%"
"04/15/2022","4.7205","4.7205","4.7205","4.7205","","-0.24%"
"04/14/2022","4.7320","4.7140","4.7360","4.6795","0.21K","0.22%"
"04/13/2022","4.7215","4.7055","4.7600","4.6840","0.25K","0.04%"
"04/12/2022","4.7195","4.6465","4.7250","4.6360","0.34K","1.69%"
"04/11/2022","4.6410","4.7395","4.7395","4.6365","0.26K","-1.91%"
"04/08/2022","4.7315","4.7230","4.7555","4.7170","0.14K","0.58%"
"04/07/2022","4.7040","4.7065","4.7240","4.6880","0.69K","-0.78%"
"04/06/2022","4.7410","4.7405","4.7810","4.7045","0.34K","-1.16%"
"04/05/2022","4.7965","4.7875","4.8365","4.7565","0.23K","0.29%"
"04/04/2022","4.7825","4.6930","4.8070","4.6930","0.21K","1.96%"
"04/01/2022","4.6905","4.7170","4.7500","4.6815","0.27K","-1.29%"
"03/31/2022","4.7520","4.7165","4.7540","4.7150","0.15K","-0.01%"
"03/30/2022","4.7525","4.7535","4.8195","4.7325","0.11K","0.45%"
"03/29/2022","4.7310","4.7245","4.7575","4.6990","37.96K","0.12%"
"03/28/2022","4.7255","4.6960","4.7390","4.6420","45.40K","0.57%"
"03/25/2022","4.6985","4.7275","4.7730","4.6860","37.05K","-0.93%"
"03/24/2022","4.7425","4.7760","4.8175","4.7085","43.51K","-0.71%"
"03/23/2022","4.7765","4.7100","4.7855","4.6890","33.27K","1.63%"
"03/22/2022","4.7000","4.7040","4.7690","4.6800","38.07K","-0.22%"
"03/21/2022","4.7105","4.7270","4.7320","4.6560","32.80K","-0.61%"
"03/18/2022","4.7395","4.7020","4.7600","4.6730","39.26K","0.80%"
"03/17/2022","4.7020","4.6210","4.7170","4.6105","45.49K","2.21%"
"03/16/2022","4.6005","4.5010","4.6405","4.4985","46.02K","1.94%"
"03/15/2022","4.5130","4.5155","4.5430","4.4685","47.63K","-0.22%"
"03/14/2022","4.5230","4.5980","4.6155","4.4960","50.65K","-2.22%"
"03/11/2022","4.6255","4.6335","4.7240","4.5945","40.58K","-0.58%"
"03/10/2022","4.6525","4.5965","4.6785","4.5740","45.46K","1.75%"
"03/09/2022","4.5725","4.7105","4.7885","4.5530","60.81K","-2.92%"
"03/08/2022","4.7100","4.7450","4.9670","4.6030","89.60K","-0.44%"
"03/07/2022","4.7310","4.9200","5.0395","4.6680","96.67K","-4.18%"
"03/04/2022","4.9375","4.7825","4.9490","4.7510","97.43K","3.26%"
"03/03/2022","4.7815","4.6710","4.7985","4.6615","91.70K","2.49%"
"03/02/2022","4.6655","4.5710","4.7050","4.5525","79.62K","1.50%"
"03/01/2022","4.5965","4.5060","4.6020","4.4920","69.00K","3.19%"
"02/28/2022","4.4545","4.4925","4.5320","4.4500","59.50K","-0.68%"
"02/25/2022","4.4850","4.5075","4.5285","4.4560","57.82K","0.61%"
"02/24/2022","4.4580","4.4685","4.5835","4.4465","0.88K","-0.61%"
"02/23/2022","4.4855","4.5170","4.5355","4.4550","1.12K","-0.64%"
"02/22/2022","4.5145","4.5130","4.5470","4.4780","1.43K","0.76%"
"02/21/2022","4.4805","4.5205","4.5440","4.4675","","-0.88%"
"02/20/2022","4.5205","4.5165","4.5217","4.5060","","-0.08%"
"02/18/2022","4.5240","4.5065","4.5720","4.5065","0.19K","-0.06%"
"02/17/2022","4.5265","4.5465","4.5465","4.4760","0.25K","-0.29%"
"02/16/2022","4.5395","4.5350","4.5885","4.5205","0.33K","0.11%"
"02/15/2022","4.5345","4.4825","4.5415","4.4825","0.21K","0.61%"
"02/14/2022","4.5070","4.4695","4.5125","4.4510","0.18K","-0.03%"
"02/11/2022","4.5085","4.6120","4.6120","4.4610","0.48K","-3.21%"
"02/10/2022","4.6580","4.6170","4.6990","4.5865","0.55K","1.22%"
"02/09/2022","4.6020","4.4560","4.6325","4.4295","0.31K","3.08%"
"02/08/2022","4.4645","4.4815","4.4825","4.4170","0.28K","-0.07%"
"02/07/2022","4.4675","4.5105","4.5145","4.4500","0.32K","-0.50%"
"02/04/2022","4.4900","4.5040","4.5125","4.4305","0.20K","0.40%"
"02/03/2022","4.4720","4.4785","4.4785","4.4600","0.12K","-0.48%"
"02/02/2022","4.4935","4.4365","4.5015","4.4365","0.22K","1.40%"
"02/01/2022","4.4315","4.3300","4.4415","4.3275","0.18K","2.43%"
"01/31/2022","4.3265","4.3360","4.3490","4.2870","0.17K","0.32%"
"01/28/2022","4.3125","4.4120","4.4120","4.3080","0.46K","-2.51%"
"01/27/2022","4.4235","4.4570","4.4910","4.3990","69.84K","-2.03%"
"01/26/2022","4.5150","4.4565","4.5345","4.4190","62.13K","1.46%"
"01/25/2022","4.4500","4.4560","4.4780","4.3855","54.59K","0.85%"
"01/24/2022","4.4125","4.5220","4.5380","4.3865","79.00K","-2.46%"
"01/21/2022","4.5240","4.5295","4.5805","4.4840","68.20K","-1.28%"
"01/20/2022","4.5825","4.4490","4.5860","4.4440","73.19K","2.52%"
